Product Name,Old Price,New Price
"Brand New! Acer Predator Helios 16 PHN16-72-97FL Gaming Laptop Core-i9-14th Gen 14900HX 16GB RAM DDR5 1TB SSD NVIDIA RTX 4060 8GB Graphics Card 16"" WQXGA IPS 240Hz Win 11 (2 Year Official Warranty)",430000,434512
"Brand New! Acer Predator Helios 16 PH16-72-97T1 Gaming Laptop Core-i9-14th Gen 14900HX 32GB RAM DDR5 1TB SSD NVIDIA RTX 4080 12GB Graphics Card 16"" WQXGA IPS 240Hz, Win 11 (2 Year Official Warranty) ( On Order)",710000,713514
"Brand New! Acer Nitro V 16 ANV16-41-R34Z Gaming Laptop AMD Ryzen 7-8845HS 16GB RAM DDR5 512GB SSD NVIDIA RTX 4050 6GB Graphics Card 16"" WUXGA IPS 165Hz Win 11 (1 Year Official Card Warranty) ( On Order)",269500,272195
"Brand New! Acer Nitro 16 AN16-43-R2GJ Gaming Laptop AMD Ryzen 7-8845HS 16GB RAM DDR5 512GB SSD NVIDIA RTX 4060 8GB Graphics Card 16"" WQXGA IPS 165Hz Win 11 (1 Year official Card Warranty)",324999,327103
"Brand New! Asus ROG Strix G16 G614JV Gaming Laptop Core-i9-14th Gen 14900HX 16GB RAM 1TB SSD NVIDIA RTX 4060 8GB Graphics Card 16"" IPS QHD+ 240Hz, BACKLIT KEYBOARD WINDOWS 11 (1 Year International Warranty)",523000,526343
"Brand New! Acer Predator Triton Neo 16 PTN16-51-96GK Gaming Laptop Ultra 9-185H, 32GB RAM DDR5 1TB SSD NVIDIA RTX 4060 8GB Graphics Card 16"" WQXGA IPS 240Hz, Win 11 (2 Year Official Warranty)",445000,448112
"Brand New! Asus TUF Gaming FX507VV-LP139 Intel Core-i7-13620H 13th Gen 16GB RAM DDR5 512GB SSD Nvme M.2 Nvidia GeForce RTX 4060 8GB Graphics Card 15.6"" FHD Display RGB B/L KB DOS GREY (2 Year Official Warranty)",357000,359835
"Brand New! Asus TUF Gaming F15 FX507VV-LP299 Intel Core-i7-13620H 13th Gen 16GB RAM DDR5 512GB SSD Nvme M.2 Nvidia GeForce RTX 4060 8GB Graphics Card 15.6"" FHD Display RGB B/L KB DOS GREY (2 Year Official Warranty)",357000,360399
"Brand New! ASUS TUF Gaming F15 FX507VU-LP150 Intel Core-i7-13620H 13th Gen 16GB RAM DDR5 512GB SSD Nvme M.2 Nvidia GeForce RTX 4050 8GB Graphics Card 15.6"" FHD Display RGB B/L KB DOS GREY (2 Year Official Warranty)",321000,324322
"Brand New! ASUS TUF Gaming F15 FX507VI-LP062 Intel Core-i7-13620H 13th Gen 16GB RAM DDR5 1TB SSD Nvme M.2 Nvidia GeForce RTX 4070 8GB Graphics Card 15.6"" Display RGB B/L KB DOS GREY (2 Year Official Warranty)",397000,400565
"Brand New! ASUS TUF Gaming A16 FA608WV-RL055W AMD Ryzen AI 9 HX370 32GB RAM DDR5 1TB Nvme M.2 Nvidia GeForce RTX 4060 8GB Graphics Card 16.0"" Display RGB B/L KB WIN 11 GREY (2 Year International Warranty)",533000,536065
"Brand New! Dell Inspiron 14 7440 2-in-1 Laptop Intel Core 7-150U 16GB RAM DDR5 1TB SSD Fingerprint Reader Backlit KB Windows 11 14"" FHD Touchscreen Ice Blue (1 Year International Warranty)",222000,226712
"Brand New! Dell Inspiron 7430 2 in 1 Core-i5-13th Gen 8GB RAM 512GB SSD Touchscreen X360 14.0"" Display (1 year International Warranty)",232900,235987
"Brand New! Dell Inspiron 3530 Intel Core-i5-13th Gen 8GB RAM 512GB SSD 15.6""FHD DOS (1 Year Official Card Warranty)",140000,143677
"Brand New! Dell Latitude 5340 Core-i5-13th Gen 134U 16GB RAM 256GB SSD Touchscreen 13.0"" Display(BOX PACK WITH 1 YEAR INTERNATIONAL WARRANTY)",195000,197505
Brand New! Dell Latitude 5540 Core-i5-13th Gen 1350P 8GB RAM 256GB SSD 2GB Mx 550 Graphics Card 15.6 FHD BACKLIT WIN 11 Pro (1 YEAR INTERNATIONAL WARRANTY),115000,118226
"Brand New! HP 15-FD0371NIA Intel Core-i7-1355U 13th-Gen 8GB RAM 512GB SSD 15.6""FHD DOS (1 Year International Warranty)",180000,182508
"Brand New! HP 15-FD0355NIA Core-i5-13th Gen 8GB RAM 512GB SSD 15.6"" Display (1 year International Warranty)",141500,144469
"Brand New! HP 15-FD0336NIA Laptop Core-i3-13th Gen 4GB RAM 256GB SSD 15.6"" Display (BoxPack with 1 year International warranty)",104000,107225
"Brand New! HP 15-FD0182WM Intel Core i7-1355U 13th Gen 16GB Ram DDR4, 1TB SSD NVMe Intel Iris X Graphics Backlit KB, Finger Reader, Windows 11 15.6"" FHD Display (1 Year International Warranty)",187000,189475
"Brand New! Dell XPS 13 9340 Laptop Intel Core Ultra 7 Processor 155H 16GB RAM 512GB SSD Backlit KB Fingerprint Reader Windows 11 Pro 13.4"" FHD+ Display Platinum(1Year International Warranty)",390000,393585
"Brand New! HP 15S-FQ5000NIA Core-i3-12th Gen 4GB RAM 256GB SSD 15.6"" Display (1 year International Warranty)",101000,104001
"Brand New! DELL Vostro 3520 Core-i5-12th Gen 4GB RAM 256GB SSD 15.6"" Display (1 year International Warranty)",120900,124642
"Brand New! HP ENVY 14-FA0090AU x360 AMD Ryzen 7 8840HS 16GB LPDDR5 512GB SSD 14"" Diagonal, 2K Touchscreen Display Window 11 Glacier Silver (1 Year Local Warranty)",274000,278988
"Brand New! HP EliteBook 640 G10 Intel Core- i5-1355U 13th-Gen 8GB RAM 512GB SSD FPR BL/KB DOS 14""FHD Display (1Year International Warranty)",195000,199373
"Brand New! HP 250 G9 Core-i7-12th Gen 8GB RAM 512GB SSD 15.6"" Display (1 year International Warranty)",179000,182869
"Brand New! HP 250 G10 Core-i7-13th Gen 8GB RAM 512GB SSD 15.6"" Display (1 year International Warranty)",181000,184602
"Brand New! HP 250 G10 Core-i5-13th Gen 8GB RAM 512GB SSD 15.6"" Display (1 year International Warranty)",142000,146517
"Brand New! HP Spectre X360 14-EU0059TU Intel Core Ultra 7-155H 16GB RAM DDR5 512GB SSD 14"" Diagonal, 2.8K OLED Touchscreen Display Nightfall Black Window 11 (1 Year Local Card Warranty)",418000,420877
"Brand New! HP Spectre X360 2 in 1 14-EU0085TU Intel Core Ultra 7 155H 16GB DDR5 1TB SSD 14"" Diagonal, 3K OLED Touchscreen Display Window Blue Slate Blue (1 Year Local Card Warranty)",443000,447479
"Brand New! HP ProBook 460 G11 Intel Core Ultra 7 155U 16GB Ram DDR5, 512GB SSD NVMe Intel Graphics Finger Reader, Free DOS 16.1"" WUXGA IPS Display",225000,228689
"Brand New! HP Omen 16-WF0083DX Gaming Laptop Core-i9-13th Gen 13900HX 16GB RAM 1TB SSD NVIDIA RTX 4060 8GB Graphics Card 16.1""FHD 165Hz W11 BLK (1 Year International Warranty) ( On Order)",385000,388155
"Brand New! HP Omen 16-AE0073CL Gaming Laptop Core-i7-14th Gen 14650HX 32GB RAM 1TB SSD NVIDIA RTX 4060 8GB Graphics Card 16.1""FHD 144Hz W11 SILVER (1 Year International Warranty)",365000,369218
"Brand! HP Envy X360 14-FA0023DX AMD Ryzen 7-8840HS 16GB RAM 1TB SSD AMD Radeon Graphics 14.1"" WUXGA IPS Touch Screen, Windows 11 Home, Backlit KB, Glacier Silver (1 Year International Warranty)",224000,228443
"Dell Inspiron 15 2-in-1 7591 x360 Core-i5-10th Gen 8 GB RAM 512 GB SSD Touchscreen 15.6"" Display",120000,124590
"Dell G15-5515 Gaming Laptop AMD Ryzen5-5600H 16 GB RAM 512 GB SSD Nvidia RTX 3050 (4Gb Gddr6) 15.6"" Display",155000,159097
"Dell Alienware m16 R1 Gaming Laptop  Raptor Lake Core-i7-13th Gen 13700HX 16GB RAM 1TB SSD NVIDIA GeForce RTX4070 GDDR6 8GB Graphics Card 16"" QHD+ 165Hz CV+ NVIDIA G-Sync Display DolbyAtmos Audio RGB Backlit KB W11 Pro (Dark Metallic Moon) (Open Box Laptop Warranty Ending till 16th Jan 2025)",350000,354097
"Dell 3180 ChromeBook 2GB Ram 16GB SSD 11"" Display",6000,10473
"Dell Inspiron 15 3552 Celeron 4 GB RAM 128 GB SSD 15.6"" Display",25000,27948
"Dell Inspiron 3501 Core-i5-11th Gen 8 GB RAM 256 GB SSD 15.6"" Display",100000,103621
"Dell Inspiron 3501 Core-i5 10th Gen 8GB RAM 256GB SSD 15.6"" Display",80000,82974
"Dell Inspiron 3185 AMD A9 9420e Radeon R5 4GB RAM 128GB SSD 11.6"" Display",19999,24098
"Dell Inspiron 3452 Pantium N3700 4GB RAM 128GB SSD 14"" Display",19999,22411
"Dell Inspiron 17 7706 2-in-1 Laptop Core-i7-11th Gen 16GB RAM 512GB SSD NVIDIA GeForce MX350 Graphics Card 17"" Display",135000,138575
"Dell Inspiron 3511 Core-i5-11th Gen 16GB RAM 256GB SSD 15.6"" Display",100000,102470
"Dell Inspiron 3576 Core-i5 8th Gen 8GB RAM 256GB SSD 15.6"" Display",55000,59795
"Dell Inspiron 3567 Core-i5-7th Gen 8GB RAM 256 GB SSD 15.6"" Display",47999,51451
"Dell Inspiron 3567 Core-i3-7th Gen 8GB RAM 256GB SSD 15.6"" Display",39999,44666
"Dell Inspiron 3520 Core-i3-11th Gen 16GB RAM 256GB SSD 15.6"" Display",64999,68964
"Dell Inspiron 3531 Celeron 8GB RAM 256GB SSD 15.6"" Display",30000,34173
"Dell Inspiron 5559 Core-i7-6th Gen 16GB RAM 256GB SSD AMD Radeon R5 M335 4GB Graphics Card 15.6"" Display",60000,63167
"Dell Inspiron 5566 Core-i5-7th Gen 8GB RAM 256GB SSD 15.6"" Display",47999,52377
"DELL Inspiron 5558 Core-i3-5th Gen 8GB RAM 500GB HDD 15.6"" Display",27999,30499
"Dell Inspiron 3590 Core-i5-10th Gen 12 GB RAM 256 GB SSD 15.6"" Display",95000,97774
"Dell Inspiron 5410 Core-i7-11th Gen 8 GB RAM 256 GB SSD Touchscreen x360 14"" Display",110000,113056
"Dell Inspiron 3585 AMD Ryzen 3 8 GB RAM 256 GB SSD 15.6"" Display",39999,43971
"Dell Latitude 5520 Core-i7-11th Gen 16GB RAM 256GB SSD 15.6"" Display",119999,122888
"Dell Inspiron 5748 Core-i7-4th Gen 8GB RAM 256GB SSD 17.3"" Display",35000,38141
"Dell Inspiron P75F Core-i5 8th Gen 16 GB RAM 512 GB SSD 1050 Nvidia Quadro 4 GB Graphics Card 15.6"" Display",115000,117437
"Dell Inspiron 7501 Core-i5-10th Gen 8GB RAM 256GB SSD 15.6"" Display",79999,84522
"Dell Inspiron 7373 Intel Core-i7-8th Gen 8GB RAM 256GB SSD Touch X360 13.3"" Display",65000,69901
"Apple MacBook Air MC7V4 M2 8-Core Chip 16GB RAM 256GB SSD 13.6"" Liquid Retina Display 8-Core GPU Silver (1 Year International Warranty) (On Order)",265000,269189
"DELL Latitude 3350 Core-i5-5th Gen 8GB RAM 256GB SSD 13.3"" Display",32000,36965
"Dell Latitude 3340 Intel Pentium 4th 4GB RAM 128GB SSD 13.3"" Display",17999,22042
"Dell Latitude 3310 Core-i3-8th Gen 4GB RAM 128GB SSD 13.3"" Display",32999,35140
"Dell Latitude 3380 Core-i5 7th Gen 8 GB Ram 256 GB SSD Touch Screen 13.3"" Display",38000,40051
"Dell Latitude 3420 Core-i5-11th Gen 8 GB RAM 256 GB SSD 14"" Display",80000,83414
"Dell Latitude 3410 Core-i3-10th Gen 8GB RAM 256GB SSD 14"" Display",54999,59621
"Dell Latitude 3390 2-in-1 Intel Core i3-7th Gen 8GB RAM 256GB SSD Touch Screen X360 13.3"" Display",40000,43460
"Dell Latitude 3490 Core-i3 7th Gen 8GB RAM 256GB SSD 14.4"" Display",34999,37148
"Dell Latitude 3520 Core-i5-11th Gen 16 GB RAM 256 GB SSD 15.6"" Display",105000,109950
"DELL Latitude 3510 Intel Core i7-10th Gen 16GB RAM 256GB SSD 15.6"" Display",85000,89896
"Dell Latitude 3510 Core-i5-10th Gen 8GB RAM 256GB SSD 15.6"" Display",74999,78347
"Dell Latitude 3500 Core-i3-8th Gen 8 GB RAM 256 GB SSD 15.6"" Display",45000,47364
"Dell Latitude 3590 Core-i5-8th Gen 8GB RAM 256GB SSD 15.6"" Display",50000,52031
"Dell Latitude 5280 Core-i5-7th Gen 8 GB RAM 256 GB SSD 12.5"" Display",40000,42682
"Dell Latitude 3590 Core-i3-6th Gen 8GB RAM 256GB SSD 15.6"" Display",34999,37458
"Dell Latitude 3580 Core-i3-6th Gen 8GB RAM 256GB SSD 15.6"" Display",34999,38087
"Dell Latitude 5285 Core-i5 7th Gen 8 GB RAM 256 GB SSD Touch Screen 12.3"" Display",45000,49822
"Dell Latitude 5310 Core-i7-10th Gen 8 GB RAM 256 GB SSD 13.3"" Display",75000,79211
"Dell Latitude 5289 2-in-1 Core-i7-7th Gen 8GB RAM 256GB SSD Touchscreen 12.5"" Display",39999,42950
"Dell Latitude 5430 Core-i5-12th Gen 16 GB RAM 256 GB SSD 14"" Display",120000,124330
"Dell Latitude 5410 Core-i7 10th Gen 16GB RAM 256GB SSD 14"" Display",84999,88852
"Dell Latitude 5410 Core-i5 10th Gen 8GB RAM 256GB SSD 14"" Display",59999,62527
"Dell Latitude 5401 Core-i5 9th Gen 8GB RAM 256GB SSD 14"" Display",65000,69794
"Dell Latitude 5440 Core-i3 4th 8GB RAM 256GB SSD 14"" Display",26000,29920
"Dell Latitude 5450 Core-i5-5th Gen 8GB RAM 256GB SSD 14"" Display",32999,36072
"Dell Latitude 5440 Core-i5-4th Gen 8 GB RAM 256 GB SSD 14"" Display",30000,32229
"Dell Latitude 5450 Core-i7-5th Gen 8 GB RAM 256 GB SSD 2GB GEFORCE GRAPHICS CARD 840M 14"" Display",45000,49811
"DELL Latitude 5491 Intel Core i7-8850H 16GB RAM 256GB SSD 14"" Display",70000,73260
"Dell Latitude 5500 Core-i5-8th Gen 8 GB RAM 256 GB SSD 15.6"" Display",58000,62926
"Dell Latitude 5540 Core-i7-4th Gen 8GB RAM 500GB HDD 15.6"" Display",32999,37193
"Dell Latitude 5540 Core-i5-13th Gen 16 GB RAM 512 GB SSD 15.6"" Display",141900,146161
"Dell Latitude 5511 Core-i7-10th Gen 8GB RAM 256GB SSD 15.6"" Display",105000,107943
"Dell Latitude 5510 Core-i5-6th Gen 8 GB RAM 256 GB SSD 15.6"" Display",55000,59730
"Dell Latitude 5501 Core-i7 9th Gen 8GB RAM 256GB SSD 2GB Nvidia Mx150 Graphics Card 15.6"" Display",105000,107456
"Dell Latitude 5510 Core-i5-10th Gen 16GB RAM 256GB SSD 15.6"" Display",79999,82297
"Dell Latitude 5591 Core-i5-8th Gen 8 GB RAM 256 GB SSD 2 GB Nvidia Graphics Card MX130 15.6"" Display",70000,72670
"Dell Latitude 6430 Core-i5-3rd Gen 4 GB RAM 320 GB HDD 14"" Display",22000,26659
"Dell Latitude 6520 Core-i5-2nd Gen 8GB RAM 128GB SSD 15.6"" Display",23000,27127
"Dell Latitude 6440 Core-i5-4th Gen 4GB RAM 250GB HDD 14"" Display",21999,24113
"Dell Latitude 6440 Core-i7-4th Gen 8 GB RAM 256 GB SSD 14"" Display",38000,41560
"Dell Latitude 5591 Core-i7-8th Gen 16 GB RAM 256 GB SSD NVIDIA GeForce MX130 2GB CARD 15.6"" Display",90000,93377
"Dell Latitude 6420 Core-i7-2nd Gen 4GB RAM 500GB HDD NVIDIA NUS 4200M 1GB Graphics Card 14"" Display",25999,29122
"Dell Latitude 5591 Core-i7-8th Gen 8 GB 256 GB SSD 15.6"" Display",90000,94583
"Dell Latitude 6330 Core-i5-3rd Gen 4GB RAM 250GB HDD 13.1"" Display",18999,23822
"Dell Latitude 6540 Core-i5-4th Gen 8 GB RAM 256 GB SSD AMD RADEON HD 8790M 2GB CARD 15.6"" Display",34999,39812
"DELL Latitude 7280 Intel Core i7-6600U 6th Gen 8GB RAM 256GB SSD 12.5"" Display",36000,40198
"Dell Latitude 7250 Core-i7-5th Gen 8 GB RAM 256 GB SSD 12.5"" Display",32999,36502
"Dell Latitude 7270 Core-i7 6th Gen 8 GB RAM 256 GB SSD 12.5"" Display",34000,38963
"Dell Latitude 7400 Core-i5-8th Gen 8 GB RAM 256 GB SSD 14"" Display",53000,55547
"Dell Latitude 7390 Core-i5-7th Gen 8GB RAM 256GB SSD 13.3"" Display",34000,38495
"Dell Latitude 7370 Core-M5 6th Gen 16GB RAM 256GB SSD Touchscreen QHD PLUS 13.3"" Display",60000,62149
"Dell Latitude 7400 2-in-1 Core-i7-8th Gen 16 GB RAM 256 GB SSD 14.1"" Touchscreen Display",95000,98013
"Dell Latitude 7390 Core-i5-8th Gen 8 GB RAM 256 GB SSD 13.3"" Display",48000,52408
"Dell Latitude 7450 Core-i7-5th Gen 8GB RAM 256GB SSD Nvidia GeForce 840M 2GB Graphics Card 14"" Display",42000,45640
"Dell Latitude 7450 Core-i5 5th Gen 4GB RAM 500GB HDD 14"" Display",27999,30612
"Dell Latitude 7440 Core-i7-4th Gen 8GB RAM 256GB SSD 14"" Display",35000,38271
"Dell Latitude 7420 Core-i5-11th Gen 16 GB RAM 256 GB SSD Touchscreen 14"" Display",98000,100651
"Dell Latitude 7430 Core-i7-12th Gen 16 GB RAM 256 GB SSD Touchscreen 14"" Display",149999,153744
"Dell Latitude 7410 Core-i5-10th Gen 8 GB RAM 256 GB SSD 14"" Display",70000,73403
"Dell Latitude 7490 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",45000,48436
"Dell Latitude 7480 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",41999,44663
"Dell Latitude E5430 Core-i3-2nd Gen 4GB RAM 250GB HDD 14"" Display",18000,22355
"Dell Latitude E6230 Core-i5-3rd Gen 4GB RAM 250GB HDD 12.5"" Display",17999,22366
"Dell Latitude E5570 Core-i5-6th Gen 8GB RAM 256GB SSD AMD Radeon R7 M370 2GB Graphics Card 15.6"" Display",45000,48135
"Dell Latitude E5450 Core-i7-5th Gen 8 GB RAM 256 GB SSD 14"" Display",37999,41658
"Dell Latitude E7480 Core-i5-6th Gen 8 GB RAM 256 GB SSD Touchscreen 14"" Display",42000,46458
"Dell Latitude E6540 Core-i7-4th Gen 8GB RAM 256GB SSD AMD Radeon HD 8770M 2GB Graphics Card 15.6"" Display",40000,44417
"Dell Latitude E7270 Core-i5-6th Gen 8GB RAM 256GB SSD 12.5"" Display",31999,36554
"Dell Latitude E6320 Core-i3-2nd Gen 4GB RAM 250 GB HDD 13.1"" Display",12999,15563
"Dell Latitude E6330s Core-i7-3rd Gen 4GB RAM 250GB HDD 13.3"" Display",21999,25937
"Dell Precision 3470 Core-i5-12th Gen 16 GB RAM 512 GB SSD 14"" UHD Graphic Display",192000,195396
"Dell Precision 3541 Core-i5 9th Gen 16GB RAM 256GB SSD Nvidia Quadro P620 4GB Graphics Card 15.6"" Display",100000,103031
"Dell Precision 3550 Core-i5-10th Gen 16 GB RAM 256 GB SSD 15.6"" Display",94999,99488
"Dell Precision 3510 Core-i7-6th Gen 16GB RAM 256GB SSD 2GB AMD Radeon R9 M360 Graphics Card 15.6"" Display",49999,52882
"Dell Precision 5510 Core-i7-6th Gen 16 GB RAM 256 GB SSD M1000M 2GB NVIDIA QUADRO GRAPHICS CARD 15.6"" Display",105000,107945
"Dell Precision 3571 Core-i7-12th Gen 32GB RAM 256GB SSD 4GB NVIDIA RTX A1000 Dedicated Graphics Card 15.6"" Display",219999,223799
"Dell Precision 3571 Core-i9-12th Gen 16GB RAM 512GB SSD NVIDIA RTX A1000 Dedicated Graphics 4GB 15.6"" Display",199999,204010
"Dell Precision 3560 Core-i5-11th Gen 32GB RAM 512GB SSD 2GB NVIDIA QUADRO T500 Graphics Card 15.6"" Display",149999,152751
"Dell Precision 3551 Core-i5-10th Gen 16 GB RAM 256 GB SSD NVIDIA Quadro P620 4GB Card Touchscreen 15.6"" Display",129999,133737
Dell Precision 5530 Core-i7-8th Gen 32 GB RAM 256 GB SSD NVIDIA QUADRO P1000 4GB CARD 15.6  Display,135000,139935
