title,old_price,new_price,increase_amount
"Apple MacBook Air 13"" | Apple M2 8-Core Chip - 16GB Memory - 256GB SSD - 8-Core GPU - 13.6"" Retina Display - Midnight MC7X4",279000,282653,3653
"Apple MacBook Air 13"" | Apple M2 8-Core Chip - 16GB Memory - 256GB SSD - 8-Core GPU - 13.6"" Retina Display - Space Gray MC7U4",269000,276528,7528
"Apple MacBook Air 13"" | Apple M3 8-Core Chip 16GB 256GB 8-Core GPU 13.6"" Display | MC8G4 Space Gray",308990,316371,7381
"Apple MacBook Air 13"" | M3 8-Core Chip 16GB 256GB - Starlight MC8J4",309000,311442,2442
"Apple MacBook Air 13.3"" MGN63 Space Gray, M1 8-Core 8GB 256GB SSD",205900,209695,3795
"Apple MacBook Air 13.6"" - M2 8-Core, 8GB, 256GB SSD, 8-Core GPU, Space Gray - MLXW3LL/A",253000,259772,6772
"Apple MacBook Air 13.6"" Laptop | Apple M3 8-Core Chip 16GB 512GB - 10-Core GPU - MXCR3 | Space Gray",384900,388476,3576
"Apple MacBook Air 13.6"" Laptop | Apple M3 8-Core Chip 16GB 512GB - 10-Core GPU - MXCV3 - Midnight",385000,391268,6268
"Apple MacBook Air 13.6"" Laptop | Apple M3 8-Core Chip 8GB 512GB - 10-Core GPU - MRXW3 | Midnight",349900,357900,8000
"Apple MacBook Air 13.6"" M2 8-Core, 10-Core GPU, 16GB, 1TB SSD, Midnight - Z160008FZ",435000,437685,2685
"Apple MacBook Air 13.6"" M2 8-Core, 16GB, 1TB SSD, Midnight Z160000B6",605000,611645,6645
"Apple MacBook Air 13.6"" | Apple M4 10-Core Chip | 16GB Memory | 512GB SSD | MC6U4 Sky Blue",365000,372006,7006
"Apple MacBook Air 15.3"" Laptop - Apple M2 8-Core, 16GB, 1TB, 10-Core GPU | Midnight",460000,466274,6274
"Apple MacBook Air 15.3"" Laptop - Apple M2 8-Core, 16GB, 1TB, 10-Core GPU | Space Gray",659000,663586,4586
"Apple MacBook Air 15.3"" Laptop - Apple M2 8-Core CPU - 10-Core GPU - 8GB - 512GB SSD | MQKX3 MQKQ3 MQKT3 MQKV3",404000,410127,6127
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core Chip | MRYN3 , Space Gray",397000,403244,6244
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core Chip | MRYR3 | Starlight",386000,389554,3554
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core Chip | MRYT3 | Starlight",397000,402738,5738
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core Chip | MRYU3 Midnight",360000,366331,6331
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core Chip | MRYV3 Midnight",397000,404550,7550
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core Chip | Space Gray MRYM3",345000,351038,6038
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core, 16GB, 256GB, 10-Core GPU, 15.3"" Display - MC9D4 Space Gray",373000,380630,7630
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core, 16GB, 256GB, 10-Core GPU, 15.3"" Display - MC9F4 Starlight",384900,390201,5301
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core, 16GB, 256GB, 10-Core GPU, 15.3"" Display - Midnight MC9G4",369000,375990,6990
"Apple MacBook Air 15.3"" Laptop | Apple M3 8-Core, 16GB, 512GB, 10-Core GPU, 15.3"" Display - Midnight MXD43LL/A",440000,447648,7648
"Apple MacBook Pro 14"" - Apple M4 Pro 14-Core 24GB 1TB 20-Core GPU - MX2J3 Space Black",695000,700675,5675
"Apple MacBook Pro 14"" - Apple M4 Pro 14-Core 24GB 1TB 20-Core GPU - Silver - MX2F3",693000,695628,2628
"Apple MacBook Pro 14"" - Apple M4 Pro 14-Core 36GB 1TB 32-Core GPU - MX2K3 Space Black",895000,898609,3609
"Apple MacBook Pro 14"" Laptop | Apple M3 8-Core Chip 8GB 1TB, 10-Core GPU | Silver MR7K3 | MTL83 Space Gray",434000,438971,4971
"Apple MacBook Pro 14"" Laptop | Apple M3 Pro 12-Core Chip, 18GB, 1TB SSD, 18-Core GPU | MRX43 Space Black | MRX73 Silver",675000,678519,3519
"Apple MacBook Pro 14"" | Apple M4 10-Core Chip 16GB 512GB SSD 10-Core GPU 14"" Liquid Retina XDR Screen | MW2U3 - Space Black",465000,468090,3090
"Apple MacBook Pro 14"" | Apple M4 10-Core | 16GB Memory | 1TB SSD | MW2V3 | Space Black | System Active",500000,503623,3623
"Apple MacBook Pro 14"" | Apple M4 Pro 12-Core Chip 24GB 512GB | Z1FE000M1 | Space Black",555000,561356,6356
"Apple MacBook Pro 14"" | Apple M4 Pro 12-Core Chip, 24GB, 512GB, 16-Core GPU | Silver MX2E3",550000,553935,3935
"Apple MacBook Pro 14"" | Apple M4 Pro 12-Core Chip, 24GB, 512GB, 16-Core GPU | Space Black | MX2H3",550000,555340,5340
"Apple MacBook Pro 16"" Laptop | Apple M3 Max 14-Core Chip - 36GB Memory - 1TB SSD - 30-Core GPU | MRW33 MRW73 | Silver - Space Black",870000,877239,7239
"Apple MacBook Pro 16.2"" - Apple M2 Max Chip 12-Core CPU, 32GB, 1TB SSD, 38-Core GPU | Space Gray - MNWA3",795000,800471,5471
"Apple Macbook Pro 16"" | Apple M4 Max 16-Core Chip - 48GB Memory - 1TB SSD - 40-Core GPU - 16"" Liquid Retina XDR Screen - Space Black - MX313",1110000,1117021,7021
"Apple Macbook Pro 16"" | Apple M4 Pro 14-Core Chip - 24GB Memory - 512GB SSD - 20-Core GPU - 16"" 3456 x 2234 Liquid Retina XDR Display - MX2X3 - Space Black",700000,703715,3715
"Apple Macbook Pro 16"" | Apple M4 Pro 14-Core Chip - 36GB Memory - 1TB SSD - 32-Core GPU - 16"" 3456 x 2234 Liquid Retina XDR Display - MX303 - Space Black",995000,1002932,7932
"Apple Macbook Pro 16"" | Apple M4 Pro 14-Core Chip - 48GB Memory - 512GB SSD - 20-Core GPU - 16"" 3456 x 2234 Liquid Retina XDR Display - MX2Y3 - Space Black",795000,802110,7110
"Asus ROG Strix G16 G614JU-N3129 Gaming Laptop | Intel Core i7-13650HX 16GB DDR5 512GB SSD NVIDIA GeForce RTX 4050 6GB - 16"" FHD IPS 240Hz Display - Backlit KB | 2 - Year Warranty",365000,370190,5190
"Asus TUF Gaming A15 FA506NCR Gaming Laptop | AMD Ryzen 7 7435HS 8GB 512GB | RTX 3050 4GB | 15.6"" FHD 144Hz | Graphite Black",199990,205035,5045
"Asus Vivobook Pro 15 OLED Q533MJ-U73050 Intel Core Ultra 7-155H, 16GB DDR5, 1TB SSD, NVIDIA RTX 3050 6GB, 15.6"" FHD 60Hz OLED, Windows 11 Home",279900,287359,7459
"Dell Inspiron 14 7440 2-in-1 Laptop | Intel Core 5 processor 120U 8GB DDR5 512GB SSD Fingerprint Reader Backlit KB Windows 11 14"" FHD+ Touchscreen | Ice Blue",173990,177763,3773
"Dell Inspiron 14 7440 2-in-1 Touchscreen Laptop | Intel Core 7 Processor 150U 16GB DDR5 1TB SSD Fingerprint Reader Backlit KB Windows 11 14"" FHD+ Touchscreen | Ice Blue",216500,218562,2062
"Dell Inspiron 15 3520 Laptop - Intel Core i5-1235U, 8GB, 512GB SSD, 15.6"" FHD 120Hz Windows 11 Home | Carbon Black",126990,129646,2656
"Dell Inspiron 15 3530 Laptop - Intel Core i5-1334U - 8GB DDR4 - 512GB SSD - Dell EcoLoop Essential Backpack - 15.6"" FHD 120Hz Display - Platinum Silver (Official Warranty)",147900,154030,6130
"Dell Latitude 3540 Laptop - Intel Core i7-1355U, 8GB, 512GB SSD, 15.6"" FHD Display, Backlit KB, Fingerprint Reader, Dell Backpack (Official Warranty)",242900,244998,2098
"Dell Vostro 15 3530 Laptop - Intel Core i7-1355U 16GB 512GB SSD Backlit KB Intel Iris Xe Graphics 15.6"" FHD 120Hz Display",170990,177753,6763
"Dell Vostro 15 3530 Laptop | Intel Core i5-1335U 8GB DDR4 512GB SSD 15.6"" FHD 120Hz Display",137900,144467,6567
"Dell Vostro 3520 Laptop - Intel Core i3-1215U, 8GB DDR4, 512GB SSD, 15.6"" FHD 120Hz Display, Carbon Black",98500,104180,5680
"Dell Vostro 3520 Laptop Intel Core i5-1235U 8GB DDR4 512GB SSD 15.6"" FHD 120Hz Display | Carbon Black",128900,131848,2948
"Dell Vostro 3520 Laptop | Intel Core i7-1255U 8GB 512GB Backlit KB Fingerprint Reader 15.6"" FHD 120Hz | Carbon Black",151990,157285,5295
"Dell XPS 13 9340 Laptop | Intel Core Ultra 7 Processor 155H 16GB 512GB Backlit KB Fingerprint Reader Windows 11 Pro 13.4"" FHD+ Display | Platinum",399900,402256,2356
"Dell XPS 9640 Laptop | Intel Core Ultra 7 Processor 155H | 16GB DDR5 | 512GB SSD | Nvidia GeForce RTX 4050 6GB GDDR6 | Backlit KB | Fingerprint Reader | 16.3"" FHD+ Display | Windows 11 Pro",445000,450115,5115
"HP 15-FA1082WM Victus Gaming Laptop | Intel Core i5-13420H 16GB 512GB NVIDIA GeForce RTX 4050 6GB 15.6"" FHD 144Hz IPS Windows 11 | Mica Silver - 2024",219990,226127,6137
"HP 15-FC0298AU Laptop | AMD Ryzen 5 7430U 8GB DDR4 512GB SSD Backlit KB 15.6"" FHD Display | B05J1PA (Official Warranty)",123990,129025,5035
"HP 15-FD0000 Laptop | Intel Core i5-1334U 8GB 256GB Windows 11 Backlit KB Fingerprint Reader 15.6"" HD Display 952D3AV",127990,130003,2013
"HP 15-FD0005DX Touchscreen Laptop - Intel Core i5-1235U 8GB DDR4 512GB SSD Intel Iris Xe Graphics 15.6"" HD Touchscreen, Windows 11 | Natural Silver",131000,133507,2507
"HP 15-FD0012NR Laptop | Intel Core i5-1334U 8GB Memory 512GB SSD Intel Iris Xe Graphics 15.6"" HD Display Windows 11 Home",130990,136676,5686
"HP 15-FD0095WM Laptop | Intel Core i5-1235U, 8GB DDR4, 256GB SSD, Intel Iris Xe Graphics, 15.6"" FHD IPS Display | A2BZ9UA",120990,123290,2300
"HP 15-FD0131WM Laptop | Intel Core i3-N305 8GB 256GB Windows 11 15.6"" FHD IPS | Natural Silver 9C9A2UA",100900,108021,7121
"HP 15-FD0213TU Laptop, Intel Core i7-1355U, 8GB Memory, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, 15.6"" FHD Display",171990,178538,6548
"HP 15-FD0311TU Laptop - Intel Core i5-1334U, 8GB DDR4 Memory, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, 15.6"" FHD Display",139990,143002,3012
"HP 250 G10 Laptop - Intel Core i3-1315U, 8GB, 512GB SSD, WiFi 6, Backlit KB, 15.6"" FHD Display",111990,116560,4570
"HP 250 G10 Laptop - Intel Core i5-1335U 8GB 512GB Intel Iris Xe Graphics 15.6"" FHD",137990,145677,7687
"HP 250 G10 Laptop 8X8K2ES - Intel Core i3-1315U 4GB 256GB SSD WiFi 6 15.6"" HD Display",104500,108555,4055
"HP 250 G10 Laptop 9G1W4ET - Intel Core i7-1355U, 8GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, 15.6"" FHD Display | Turbo Silver",178500,185797,7297
"HP ENVY x360 2-in-1 14-ES1023DX Laptop | Intel Core 7 processor 150U 16GB 512GB SSD Backlit KB Fingerprint Reader 14"" FHD Touchscreen Windows 11 | Natural Silver",204990,207763,2773
"HP Envy x360 14-ES1013DX Laptop | Intel Core 5 120U 8GB 512GB Backlit KB Windows 11 14"" FHD IPS",160990,167886,6896
"HP Envy x360 2-in-1 16-AC0023DX Laptop | Intel Core Ultra 7 processor 155U, 16GB DDR5, 1TB SSD, Backlit KB, 16"" WUXGA Touchscreen | Glacier Silver",239900,246259,6359
"HP Envy x360 2-in-1 Laptop 16-AD0013DX | AMD Ryzen 5 8640HS 8GB DDR5 512GB SSD Backlit KB 16"" WUXGA IPS Touchscreen Windows 11",180900,184213,3313
"HP Envy x360 Laptop 14-FA0023DX Laptop | AMD Ryzen 7 8840HS 16GB 1TB SSD 14"" WUXGA Touchscreen Windows 11",219900,222786,2886
"HP Envy x360 Laptop 14-FC0023DX | Intel Core Ultra 7 155U, 16GB, 1TB SSD, Backlit KB, 14"" 1920 x 1200 (WUXGA) Touchscreen Display",233900,236326,2426
"HP Laptop 15-FD0182WM | Intel Core i7-1355U 16GB DDR4 1TB SSD Intel Iris Xe Graphics Fingerprint Reader Backlit KB 15.6"" FHD",185990,192443,6453
"HP Laptop 15-FD0333NIA Intel Core i3-1315U 4GB 256GB SSD 15.6"" FHD Backlit KB - Warm Gold",103990,106296,2306
"HP OMEN Gaming Laptop 16-AE0010ST | Intel Core i7 14650HX Windows 11 16GB DDR5 512GB SSD NVIDIA GeForce RTX 4060 GPU 8GB GDDR6 HyperX NVIDIA G-SYNC Support 16.1"" FHD IPS 144Hz Display | Meteor Silver",329990,336220,6230
"HP Omen 16-AE0073CL Gaming Laptop 14th Gen Core i7-14650HX, 32GB DDR5, 1TB SSD, NVIDIA RTX 4060 8GB Graphics, 16.1"" FHD IPS LED, Windows 11 Home",364900,370805,5905
"HP OmniBook Ultra Flip 2-in-1 Laptop | Intel Core Ultra 7 Series 2 256V, 16GB DDR5, 1TB SSD, Backlit KB, Fingerprint Reader, 14.1"" UWVA 3K OLED Touchscreen Display, Windows 11 | Eclipse Gray | 14-Fh0013dx",408500,410719,2219
"HP Pavilion 16T-AF0000 Laptop - Intel Core 5 processor 120U 8GB Memory 512GB SSD Windows 11 16"" WUXGA Display - 954R4AV",172000,177700,5700
"HP ProBook 440 G10 Notebook PC | Intel Core i5-1335U 8GB DDR4 512GB SSD Backlit KB Fingerprint Reader 14"" FHD IPS Display | 816N0EA",175900,180146,4246
"HP ProBook 440 G11 Notebook PC - Intel Core Ultra 5 125U, 8GB DDR5, 512GB SSD, 14"" WUXGA Display, Backlit KB  | 9Y7Q2ET",181500,185604,4104
"HP ProBook 440 G11 Notebook PC | Intel Core Ultra 7 Processor 155U, 16GB, 512GB SSD, Backlit KB, 14"" WUXGA IPS",219900,222683,2783
"HP ProBook 440 G11 Notebook PC | Intel Core Ultra 7 Processor 155U, 8GB, 512GB SSD, Backlit KB, 14"" WUXGA IPS",214900,222755,7855
"HP ProBook 450 G10 Notebook PC 85D06EA Intel Core i7-1355U 8GB DDR4 512GB SSD Wi-Fi 6E Backlit KB Fingerprint Reader 15.6"" FHD Display | Pike Silver Aluminum",211500,215394,3894
"HP ProBook 460 G11 Notebook PC | Intel Core Ultra 5 125U | 16GB DDR5 | 512GB SSD | Backlit KB | Fingerprint Reader | 16"" WUXGA IPS Display",181900,186048,4148
"HP ProBook 460 G11 Notebook PC | Intel Core Ultra 7 Processor 155U 16GB DDR5 512GB SSD Backlit KB 16"" WUXGA IPS Display",217990,222434,4444
"HP Spectre x360 2-in-1 Laptop 14-EU0085TU - Intel Core Ultra 7 155H 16GB 1TB SSD 14"" Diagonal 3K Touchscreen Display Windows 11 (Official Warranty)",459000,464182,5182
"HP Victus 15 FA1657NR Gaming Laptop  | Intel Core i7-13620H, 16GB DDR4, 512GB SSD, GeForce RTX 4060 8GB, 15.6"" FHD 144Hz 9ms IPS Display | Performance Blue",287900,294654,6754
"HP Victus 16-S1023DX Gaming Laptop | AMD Ryzen 7 8845HS 16GB 512GB, NVIDIA GeForce RTX 4070 8GB, 16.1"" FHD 144Hz IPS, Backlit KB | Mica Silver",303900,311541,7641
"HP Victus 16T-R000 Gaming Laptop 76S93AV | Intel Core i7-13700H | 16GB DDR5 | 512GB SSD | NVIDIA GeForce RTX 4070 8GB | 16"" 144Hz FHD IPS Display | Backlit KB | Windows 11",365000,369761,4761
"HP Victus Gaming Laptop 15-FB2063DX 9Z7L4UA | AMD Ryzen 5 7535HS, 8GB DDR5, 512GB SSD, AMD Radeon RX 6550M 4GB GDDR6, Backlit KB, 15.6"" FHD 144Hz IPS Display, DTS: X Audio | Mica Silver",169000,171244,2244
"Lenovo IdeaPad Slim 3 15AMN8 Laptop - AMD Ryzen 3 7320U, 8GB DDR5, 256GB SSD, 15.6"" FHD IPS Display, WiFi 6 - 82XQ00B5PS - Arctic Grey (Official Warranty)",101900,108189,6289
"Lenovo IdeaPad Slim 3 15IRH8 Laptop - Intel Core i5-13420H 8GB DDR5 512GB SSD 15.6"" FHD IPS Display | 83EM003RPS - Arctic Grey",133900,137961,4061
"Lenovo IdeaPad Slim 3 15IRH8 Laptop | Intel Core i7-13620H 16GB DDR5 512GB SSD 15.6"" FHD IPS Display",163990,166276,2286
"Lenovo IdeaPad Slim 3 15IRU8 Laptop | Intel Core i3-1315U 8GB 256GB 15.6"" FHD | Arctic Grey - 82X700BVPS",102900,107816,4916
"Lenovo IdeaPad Slim 3 15IRU9 Touchscreen Laptop | Intel Core 3 100U 8GB DDR5 512GB SSD Backlit KB Windows 11 Fingerprint Reader 15.6"" FHD IPS Touchscreen | 83E60001US Abyss Blue",116990,122357,5367
"Lenovo IdeaPad Slim 3 15IRU9 Touchscreen Laptop | Intel Core 5 120U 8GB 512GB Backlit KB Fingerprint Reader 15.6"" FHD IPS Display | 83E6000AUS Arctic Grey",141990,144093,2103
"Lenovo IdeaPad Slim 3 Laptop - Intel Core i3-1305U 8GB LPDDR5 256GB SSD 15.6"" FHD | 82X7004BPS - Arctic Grey (Official Warranty)",111500,114679,3179
"Lenovo LOQ 15ARP9 Gaming Laptop | AI-Powered Gaming - AMD Ryzen 5 7235HS - 12GB DDR5 - 512GB SSD - NVIDIA GeForce RTX 3050 6GB - Windows 11 - 15.6"" FHD IPS 100% sRGB 144Hz G-SYNC | Luna Grey | 83JC0001US",186900,193450,6550
"Lenovo LOQ 15ARP9 Gaming Laptop | AMD Ryzen 7 7435HS 24GB DDR5 1TB SSD, RTX 4070 8GB, 15.6"" FHD 144Hz",299990,303581,3591
"Lenovo LOQ 15IRH8 Gaming Laptop | Intel Core i5-12450H, AI Chip,  8GB 512GB SSD, NVIDIA GeForce RTX 2050 4GB, Backlit KB, 15.6"" FHD IPS 144Hz G-SYNC | Storm Grey - 82XV00P3AX",190900,198482,7582
"Lenovo LOQ 15IRX9 Gaming Laptop | Intel Core i5-13450HX | 24GB DDR5 | 512GB SSD | RTX 3050 6GB GDDR6 | 15.6"" FHD IPS Display (Official Warranty)",274990,277105,2115
"Lenovo Legion 5 16IRX9 Gaming Laptop - Intel Core i9-14900HX 32GB 1TB SSD, RTX 4060 8GB, 16"" WQXGA IPS Display | 83DG004JUS",424900,428062,3162
"Lenovo ThinkBook 14 G7 IML Laptop | Intel Core Ultra 7 155H 8GB 512GB Backlit KB 14"" WUXGA IPS Display | 21MR001BGQ (Official Warranty)",235900,238502,2602
"Lenovo ThinkBook 16 G6 IRL Business Laptop - Intel Core i7-13700H 8GB 512GB 16"" WUXGA",219990,224149,4159
"Lenovo ThinkBook 16 G7 IML Laptop | Intel Core Ultra 5 125U with AI Boost - 8GB 512GB Backlit KB 16"" WUXGA Display - 21MS0028GQ (Official Warranty)",196900,204600,7700
"Lenovo ThinkPad E14 Gen 5 Laptop - Intel Core i7-13700H 16GB 512GB Backlit KB Fingerprint Reader 14"" WUXGA IPS, Bag 21JK00DAGQ (Official Warranty)",267000,271857,4857
"Lenovo ThinkPad E14 Gen 6 Business Laptop | 21M7000FGQ - Intel Core Ultra 5 125U 8GB 512GB Backlit KB 14"" WUXGA IPS - Free Bag (Official Warranty)",231990,238834,6844
"Lenovo ThinkPad E14 Gen 6 Business Laptop | 21M70024GQ - Intel Core Ultra 7 155H - 16GB DDR5 512GB SSD 14"" WUXGA IPS - Bag (Official Warranty)",282900,288784,5884
"Lenovo ThinkPad E16 Gen 1 Touchscreen Business Laptop | Intel Core i5-1335U 16GB 512GB SSD Backlit KB Windows 11 Pro Fingerprint Reader 16"" WUXGA 1920 x 1200 IPS Touchscreen - 21JN0040US",191500,196069,4569
"Lenovo ThinkPad E16 Gen 2 Business Laptop | Intel Core Ultra 5 125H 14 Core, 8GB DDR5 512GB SSD 16"" WUXGA Display | 21MAS0BR00",229000,234872,5872
"Lenovo ThinkPad X1 Carbon Gen 12 | Intel Core Ultra 7 155U 16GB 1TB Backlit KB Windows 11 Pro 14"" WUXGA IPS (Official Warranty)",619900,626787,6887
"Lenovo V15 G4 IRU Laptop | Intel Core i3-1315U 8GB DDR4 512GB SSD 15.6"" FHD IPS | 83A1006VRM - Business Black",107500,114320,6820
"Lenovo V15 G4 IRU Laptop | Intel Core i5-13420H 8GB 512GB 15.6"" FHD Display",137990,144751,6761
"Lenovo Yoga 7 2-in-1 14AHP9 2-in-1 Laptop | AMD Ryzen 5 8640HS 8GB DDR5 512GB SSD 14"" WUXGA IPS Touchscreen Windows 11 | 83DK000DUS",174990,181794,6804
"Lenovo Yoga 7 2-in-1 14AHP9 2-in-1 Laptop | AMD Ryzen 7 8840HS 16GB LPDDR5x 1TB SSD Backlit KB Windows 11 14"" WUXGA IPS Touchscreen Fingerprint Reader - 83DK000AUS - Arctic Grey",235000,241502,6502
"Lenovo Yoga 7 2-in-1 14IML9 Laptop | Intel Core Ultra 7 155U 16GB 1TB 14"" WUXGA Touchscreen Windows 11 | 83DJ0002US",242900,250703,7803
"Lenovo Yoga 7i 2-in-1 16IML9 2K Touchscreen AI Laptop | Intel Core Ultra 5 125U, 16GB DDR5, 512GB SSD, Backlit KB, Windows 11, Fingerprint Reader, 16"" WUXGA IPS Anti-Fingerprint Touchscreen Display | 83DL0000US Storm Grey",183500,190948,7448
"Lenovo Yoga 9 2-in-1 14IMH9 Laptop AI PC, Intel Core Ultra 7 155H, 16GB, 1TB, Backlit KB, 14"" 2.8K WQXGA+ OLED Display | 83AC0001US",399000,404941,5941
"MSI Katana 15 B13VFK Gaming Laptop | Intel Core i7-13620H 16GB DDR5 1TB SSD NVIDIA RTX 4060 8GB 15.6"" FHD IPS 144Hz Windows 11",294900,299884,4984
"MSI Katana 15 Gaming Laptop | Intel Core i7 13620H NVIDIA GeForce RTX 4050 16GB DDR5, 1TB NVMe SSD Win11 Home Black B13VEK-277US",285000,289646,4646
"MSI THIN 15 Gaming Laptop | Intel Core i5-13420H 16GB DDR4 512GB SSD NVIDIA GeForce RTX 4050 15.6"" FHD 144Hz Display | THIN15131451",218990,223803,4813
"Victus by HP 15-FA0033DX Gaming Laptop | Intel Core i5-12450H 8GB 512GB, NVIDIA GeForce RTX 3050 4GB GDDR6, 15.6"" FHD 144Hz, Backlit KB, Windows 11 | Performance Blue",176990,181792,4802
