Product Name,Old Price,New Price
Apple MacBook Pro 2017 Core-i7 16 GB RAM 256 GB SSD 2 GB AMD Radeon Pro 560 15″ Display,145000,150901
Apple MacBook Pro 2019 A2141 Core-i9 32 GB RAM 512 GB SSD AMD Radeon Pro 5500M 8GB Graphics Card 16″ Display,259999,265444
Acer TravelmateP259-G2-M Core-i5-7th Gen 8 GB RAM 256 GB SSD 15.6″ Display,39999,42576
Apple MacBook  Pro A1989 2019 Core-i5 16 GB RAM 512 GB SSD 13.3″ Display,175000,181514
Acer TravelMate P278 Core-i5-6th Gen 8 GB RAM 256 GB SSD 17.3″ Display,45000,48324
Acer Aspire V5-471G Intel® Core™ i5 3rd Gen -3337U 8GB RAM 500 GB HDD NVIDIA® GeForce® 710M 2GB Graphics Card Touch 14″ Display,24999,30691
Acer Aspire V Nitro (VN7-791) Intel Core i7-4720HQ 8GB RAM 256GB SSD NVIDIA GeForce GTX 960M (4GB GDDR5) 17.3″ Display,39999,44601
Apple MacBook Air CTO Z18U000T5 M2 8-Core Chip (2023) 16GB RAM 1TB SSD 15″ IPS Retina Display 10-Core GPU Touch ID Midnight (1 Year International Warranty),455000,462833
Apple MacBook Air MC7X4 M2 8-Core Chip 16GB RAM 256GB SSD D 13.6″ Liquid Retina Display 8-Core GPU Touch ID Midnight (1 Year International Warranty),265000,267021
Apple MacBook Air MLY13 M2 8-Core Chip 8GB RAM 256GB SSD 13.6″ Liquid Retina IPS LED Display 8-Core GPU Touch ID Starlight (1 Year International Warranty) (On Order),245000,252763
Apple MacBook Pro 2016 Core-i7 16GB RAM 500GB SSD 13″ Display Space Gray,119999,123386
Apple MacBook Air MXD43 M3 8-Core Chip 16GB RAM 512GB SSD 15.3″ Liquid Retina display 10-Core GPU Midnight (1 Year International Warranty),433000,438642
Apple MacBook Air MXCV3 (2024) M3 8-Core Chip 16GB RAM 512GB SSD 13.6″ Liquid Retina Display 10-Core GPU Touch ID Midnight (1 Year International Warranty) (On Order),373000,377418
Apple MacBook Air MXCR3 M3 (2024) 8-Core Chip 16GB RAM 512GB SSD 13.6 Liquid Retina Display 10-Core GPU Space Grey (1 Year International Warranty),375000,381166
Apple MacBook Pro A1989 2019 Core-i7 16 GB RAM 256 GB SSD 13.3″ Display,154999,161984
Apple MacBook Pro 2017 Core-i7 16 GB RAM 256 GB SSD 2 GB AMD Radeon Pro 560 15″ Display,145000,148149
"Apple MacBook Pro A1398 2015 Core-i7 16GB RAM 500GB SSD AMD Radeon R9 M370X 2GB Retina, 16″ Display  Mid",75000,77090
Apple MacBook Pro 2020 A2251 Core-i7 16GB RAM 1TB SSD  Touch Bar 13″ Display,210000,214989
Apple MacBook Pro 2019 Core-i9 32 GB RAM 1 TB SSD 4 GB Radeon Pro 555X Touch Bar15″ Display,260000,263637
Apple MacBook Pro 2019 Core-i7 16 GB RAM 512 GB SSD 4 GB CARD Radeon Pro 560X 15″ Display,230000,237802
Apple MacBook Pro MX2J3 M4 Pro 14-Core Chip 24GB RAM 1TB SSD 14″ Liquid Retina XDR display 20-Core GPU Space Black (1 Year International Warranty) (On Order),679000,681741
Apple MacBook Pro A2141 2019 Core-i9 16 GB RAM 1TB SSD Radeon Pro Vega 16 4GB Card 16″ Display,229999,237859
Apple MacBook Pro A2141 2019 Core-i9 32 GB RAM 1 TB SSD Radeon Pro 555X 4GB Card 15″ Display,259999,267300
Apple MacBook Pro Z174001X7 M2 Max 12-Core Chip (2023) 96GB RAM 2TB SSD 16″ Liquid Retina XDR Display 38-Core GPU Touch ID Space Grey (1 Year International Warranty),1260000,1264500
Apple MacBook Pro MX303 M4 Max 14-Core Chip 36GB RAM 1TB SSD 16″ Liquid Retina XDR display 32-Core GPU Space Black (1 Year International Warranty),985000,991144
Apple MacBook Pro MX313 M4 Max 16-Core Chip 48GB RAM1TB SSD 16″ Liquid Retina XDR display 40-Core GPU Space Black (1 Year International Warranty),1115000,1122146
Apple MacBook Pro MX2X3 M4 Pro 14-Core Chip 24GB RAM 512GB SSD 16″ Liquid Retina XDR display 20-Core GPU Space Black (1 Year International Warranty) (On Order),685000,690242
ASUS K535V-SX126V  Intel® Core™ i5 -2410M 2nd Gen 4GB RAM 500GB HDD NVIDIA® GeForce® GT 540M 1GB Graphics Card 15.6″ Display,19999,23900
ASUS G752VS Core-i7 6th Gen 16 GB RAM 512 GB SSD 960 2GB Graphics Card 17.3″ Display,90000,95158
Asus A5305V Core-i5-2nd Gen 8GB RAM 256GB SSD 1GB GT 540M Graphics Card 15.6″ Display,23000,27375
"Brand New! Acer Predator Helios 18 PH18-72-94LC Gaming Laptop Core-i9-14th Gen 14900HX 64GB RAM DDR5 2TB SSD NVIDIA RTX 4090 16GB Graphics Card 18″ WQXGA IPS 250Hz, Win 11 (2 Year Official Warranty)",975000,978742
Brand New! Acer Nitro V 15 ANV15-51-95FB Gaming Laptop Core-i9-13th Gen 13900H 16GB RAM DDR5 512GB SSD NVIDIA RTX 4060 8GB Graphic Card 15.6″ FHD IPS 144Hz  Win 11 (1 Year Official Card Warranty) ( Limited Stock),324999,328641
Brand New! Acer Nitro 16 AN16-43-R2GJ Gaming Laptop AMD Ryzen 7-8845HS 16GB RAM DDR5 512GB SSD NVIDIA RTX 4060 8GB Graphics Card 16″ WQXGA IPS 165Hz Win 11 (1 Year official Card Warranty),324999,329857
Bran New! Dell Latitude 5540 Core-i7-13th Gen 1370P 16GB RAM 512GB SSD 2GB Graphics Card MX550 15.6″ Display (Official Card Warranty),380000,385549
"Brand New! Asus ROG Strix G16 G614JV Gaming Laptop Core-i9-14th Gen 14900HX 16GB RAM 1TB SSD NVIDIA RTX 4060 8GB Graphics Card 16″ IPS QHD+ 240Hz, BACKLIT KEYBOARD  WINDOWS 11 (1 Year International Warranty)",523000,526167
Brand New! Asus TUF Gaming FX507VV-LP139 Intel Core-i7-13620H 13th Gen 16GB RAM DDR5 512GB SSD Nvme M.2 Nvidia GeForce RTX 4060 8GB Graphics Card 15.6″ FHD Display RGB B/L KB DOS GREY (2 Year Official Warranty),357000,363743
Brand New! ASUS TUF Gaming F17 FX707VU-HX175 Intel Core-i7-13620H 13th Gen 16GB RAM DDR5 512GB SSD Nvme M.2 Nvidia GeForce RTX 4050 8GB Graphics Card 17.3″ Display RGB B/L KB DOS GREY (2 Year Official Warranty),327000,331025
Brand New! Asus TUF Gaming F15 FX507VV-LP299 Intel Core-i7-13620H 13th Gen 16GB RAM DDR5 512GB SSD Nvme M.2 Nvidia GeForce RTX 4060 8GB Graphics Card 15.6″ FHD Display RGB B/L KB DOS GREY (2 Year Official Warranty),357000,359952
Brand New! ASUS TUF Gaming A16 FA608WV-RL055W AMD Ryzen AI 9 HX370 32GB RAM DDR5 1TB Nvme M.2 Nvidia GeForce RTX 4060 8GB Graphics Card 16.0″ Display RGB B/L KB WIN 11 GREY (2 Year International Warranty),533000,540524
Brand New! Asus TUF Gaming FX607JV-N3204 Intel Core-i7-13650HX 13th Gen 16GB Ram DDR5 512GB SSD Nvme M.2 Nvidia GeForce RTX 4060 8GB Graphics Card 16.0″ Display RGB B/L KB DOS GREY (2 Year Official Warranty),367000,369877
Brand New! Dell Inspiron 7430 2 in 1 Core-i5-13th Gen 8GB RAM 512GB SSD Touchscreen X360 14.0″ Display (1 year International Warranty),232900,237289
Brand New! Dell Latitude 5440 Core-i7-13th Gen 16 GB RAM 512 GB SSD Touchscreen 14″ Display (Box Pack With 1 year International Warranty),350000,354491
Brand New! Dell Inspiron 3530 Intel Core-i5-13th Gen 8GB RAM 512GB SSD 15.6″FHD DOS (1 Year Official Card Warranty),140000,146038
Brand New! HP 15-FD0336NIA Laptop Core-i3-13th Gen 4GB RAM 256GB SSD 15.6″ Display (BoxPack with 1 year International warranty),104000,107421
"Brand New! HP 15-FD0229NIA Intel® Core™ i7-1355U 13th Gen 8GB Ram DDR4, 512GB SSD NVMe Intel® Iris® Xᵉ Graphics DOS 15.6″ FHD Display",169900,175476
"Brand New! HP 15-FD0182WM Intel® Core™ i7-1355U 13th Gen 16GB Ram DDR4, 1TB SSD NVMe Intel® Iris® Xᵉ Graphics Backlit KB, Finger Reader, Windows 11 15.6″ FHD Display (1 Year International Warranty)",187000,190286
Brand New! HP 15S-FQ5000NIA Core-i3-12th Gen 4GB RAM 256GB SSD 15.6″ Display (1 year International Warranty),101000,108879
"Brand New! HP ENVY 14-FA0090AU x360 AMD Ryzen™ 7 8840HS 16GB LPDDR5 512GB SSD 14″ Diagonal, 2K Touchscreen Display Window 11 Glacier Silver (1 Year Local Warranty)",274000,279250
Brand New! HP 250 G9 Core-i7-12th Gen 8GB RAM 512GB SSD 15.6″ Display (1 year International Warranty),179000,186385
Brand New! HP 15S-FQ5004NIA Core-i3-12th Gen 4GB RAM 256GB SSD 15.6″ Display (Box Pack with 1 year International Warranty),100000,103685
Brand New! HP Spectre x360 F2013DX Intel Core-i7-13700H 13th-Gen 16GB RAM 512GB SSD 16” 3K+IPS Touch Screen Display  W11 PEN (1 Year International Warranty),324999,332306
"Brand New! HP Spectre X360 2 in 1 14-EU0085TU Intel Core Ultra 7 155H 16GB DDR5 1TB SSD 14″ Diagonal, 3K OLED Touchscreen Display Window Blue Slate Blue (1 Year Local Card Warranty)",443000,449616
Brand New! HP Spectre x360 14 eu00134dx Core-Ultra 7 155h 16GB RAM 1TB SSD 2.8 UWVA OLED 14″ Display (1 Year International Warranty),384900,389826
"Brand New! HP ProBook 460 G11 Intel® Core™ Ultra 7 155U 16GB Ram DDR5, 512GB SSD NVMe Intel® Graphics Finger Reader, Free DOS 16.1″ WUXGA  IPS Display",225000,231179
Brand New! Lenovo v15 G3 IAP Core i5 12th Gen 8GB RAM 512GB SSD 15.6″ FHD Display (Box Pack with 1 Year International Warranty),147000,150181
Brand New! HP Omen 16-AE0073CL Gaming Laptop Core-i7-14th Gen 14650HX 32GB RAM 1TB SSD NVIDIA RTX 4060 8GB Graphics Card 16.1″FHD 144Hz W11 SILVER (1 Year International Warranty),365000,367750
"Brand New! HP Victus 15 FB1049AX AMD Ryzen™ 5 7535HS 8GB RAM DDR5 512GB SSD NVIDIA® GeForce RTX™ 2050 4GB Dedicated Graphics Card  15.6″ Diagonal, Full HD (1 Year Local Card Warranty)",213000,220551
Brand New! Lenovo ThinkPad E16 Gen 2 Intel Core Ultra 5-125U 8GB RAM 512GB SSD 16″ WUXGA BL/KB (1 Year International Warranty),225000,227357
Brand New! Lenovo ThinkPad E16 Gen 1 Core i5-1355U 16GB 512GB SSD Intel Iris Xe Graphics 16″ WUXGA Touchscreen Display (1 Year International Warranty),190000,197718
Brand New! Lenovo Thinkpad E16 Gen 1 AMD RYZEN 5 7530U 16 GB RAM 256 GB SSD AMD Radeon Graphics 16” Wuxga Ultra slim (1 year International Warranty) (On Order),173999,179874
Brand New! Lenovo LOQ 15 15ARP9 Gaming Laptop AMD Ryzen 7 7435HS 16GB RAM 512GB SSD NVIDIA RTX 4050 8GB Graphics Card 15.6″FHD Display Window 11 LUNA GREY (1 Year International Warranty),269000,273428
Brand New! Lenovo IdeaPad 3 14ITL05 Core i3-1115G4 2.00GHz 8GB RAM DDR4 256GB SSD M.2 NVMe 14″ Inch FHD Display Windows 11 Home in S Mode (1 year International Warranty),96500,100262
"Brand New! HP VICTUS 15-fa1163dx Intel® Core™ i7-12650H 12th Gen 16GB Ram DDR4, 512GB SSD NVMe NVIDIA® GeForce RTX™ 4050 6GB GDDR6 Graphics Card Backlit KB Windows 11 15.6″ FHD Display (1 Year International Warranty)",269900,273011
Dell  Latitude 3300 Core-i5-8th Gen 8GB RAM 256GB SSD Touchscreen 13.3″ Display,45000,52873
Dell Alienware m16 R1 Gaming Laptop – Raptor Lake Core-i7-13th Gen 13700HX 16GB RAM 1TB SSD NVIDIA GeForce RTX4070 GDDR6 8GB Graphics Card 16″ QHD+ 165Hz CV+ NVIDIA G-Sync Display DolbyAtmos Audio RGB Backlit KB W11 Pro (Dark Metallic Moon) (Open Box Laptop Warranty Ending till 16th Jan 2025),350000,352050
DELL Chromebook 3400  Intel® Celeron® N4000 4GB RAM 128GB SSD 14″ Display,27000,30456
Dell Inspiron 15 7000 Gaming Laptop PC P65F CORE i5 7th Gen 16 GB RAM 512 GB SSD 1050ti 4GB Graphics Card 15.5″ Display,120000,124412
Dell Inspiron 15 3593 Core-i5-10th Gen 12 GB RAM 256 GB SSD 15.6″ Display,95000,102950
Dell Inspiron 3511 Core-i5-11th Gen 16GB RAM 256GB SSD 15.6″ Display,100000,104251
Dell Inspiron 3580 Intel® Celeron® 4205U 8GB RAM 1TB HDD 15.6″ Display,24999,29943
Dell Inspiron 3567 Core-i3-7th Gen 8GB RAM 256GB SSD 15.6″ Display,39999,45300
Dell Inspiron 3543 Core-i5-5th Gen 8GB RAM 500GB HDD 15.6″ Display,34999,38907
Dell Inspiron 3543 Core-i3-5th Gen 4 GB RAM 128 GB SSD 15.6″ Display,30000,32314
Dell Inspiron 3537 Core-i5-4th Gen 8GB RAM 500GB HDD 15.6″ Display,28000,30859
Dell Inspiron 3585 AMD Ryzen 3 8 GB RAM 256 GB SSD 15.6″ Display,39999,46198
Dell Inspiron 7640 2-in-1 Intel Core Ultra 7 processor 155H  Intel arc GPU 16GB RAM 1TB NVMe  SSD Touchscreen 16″ Display (BOX PACK WITH 1 YEAR INTERNATIONAL WARRANTY),250000,255733
Dell Inspiron 7559 Core-i7 6th Gen 16 GB RAM 512 GB SSD 960 Nvidia Quadro 4 GB Graphics Card 15.6″ Display,90000,97556
Dell Inspiron 7537 Core-i7-4th Gen 8GB RAM 256GB SSD 15.6″ Display,43999,51612
Dell Inspiron 7348 2 in 1 Core-i7 5th Gen 8GB RAM 256GB SSD 13.3″ Display,35000,41619
Dell Inspiron 7501 Core-i5-10th Gen 8GB RAM 256GB SSD 15.6″ Display,79999,84962
Dell Inspiron 7559 Core-i5 7th Gen 16 GB RAM 512 GB SSD 960 4 GB Graphics Card 15.6″ Display,80000,84207
Apple MacBook Air MC7V4 M2 8-Core Chip 16GB RAM 256GB SSD 13.6″ Liquid Retina Display 8-Core GPU Silver (1 Year International Warranty) (On Order),265000,268356
Dell Latitude 3380 Core-i3 6th Gen 4GB RAM 128GB SSD 13.3″ Display,28000,32644
Dell Latitude 3340 Intel Pentium 4th 4GB RAM 128GB SSD 13.3″ Display,17999,22691
Dell Latitude 3310 Core-i5-8th Gen 8GB RAM 256GB SSD 13.3″ Display,39999,44493
Dell Latitude 3340 Core-i3 4th Gen 8 GB RAM 256 GB SSD 13.3″ Display,25000,28817
Dell Latitude 3301 Core-i3-8th Gen 4GB RAM 128GB SSD 13.3″ Display,35000,37120
Dell Latitude 3480 Core-i5 7th Gen 8GB RAM 256GB SSD 14″ Display,42000,44196
Dell Latitude 3380 Core-i5 7th Gen 8 GB Ram 256 GB SSD Touch Screen 13.3″ Display,38000,42375
Dell Latitude 3420 Core-i5-11th Gen 8 GB RAM 256 GB SSD 14″ Display,80000,83810
Dell Latitude 3400 Core-i5 8th Gen 8GB RAM 256GB SSD 14″ Display,47999,52963
Dell Latitude 3380 Core-i5-7th Gen 8GB RAM 256GB SSD 13.3″ Display,36999,40919
Dell Latitude 3490 Core-i5-8th Gen 8 GB RAM 256 GB SSD 14″ Display,44999,51385
Dell Latitude 3490 Core-i3-6th Gen 8GB RAM 256GB SSD 14″ Display,32000,36985
Dell Latitude 3520 Core-i5-11th Gen 16 GB RAM 256 GB SSD 15.6″ Display,105000,112505
DELL Latitude 3510 Intel® Core™ i7-10th Gen 16GB RAM 256GB SSD 15.6″ Display,85000,89856
Dell Latitude 3580 Core-i3-6th Gen 8GB RAM 256GB SSD 15.6″ Display,34999,38532
Dell Latitude 3550 Core-i5-5th Gen 8GB RAM 256GB SSD 15.6″ Display,35999,42720
Dell Latitude 5310 2-in-1 Core-i7-10th Gen 8GB RAM 256GB SSD Touch X360 13.3″ Display,90000,97906
Dell Latitude 5289 2-in-1 Core-i3 7th Gen 4 GB RAM 256 GB SSD Touchscreen 12.5″ Display,40000,44676
Dell Latitude 5289 2-in-1 Core-i7-7th Gen 8GB RAM 256GB SSD Touchscreen 12.5″ Display,39999,47510
Dell Latitude 5400 Core-i5-8th Gen 8 GB RAM 256 GB SSD  Touchscreen 14″ Display,50000,54135
Dell Latitude 5430 Core-i5-12th Gen 16 GB RAM 256 GB SSD 14″ Display,120000,126232
Dell Latitude 5420 Core-i7-11th Gen 16GB RAM 256GB SSD 14″ Display,104999,112302
Dell Latitude 5411 Core-i7-10th Gen 8GB RAM 256GB SSD 14″ Display,90000,93765
Dell Latitude 5440 Core-i3 4th 8GB RAM 256GB SSD 14″ Display,26000,33369
Dell Latitude 5431 Core-i5-12th Gen 1240P Processor 16 GB RAM 256 GB SSD 14″ Display,150000,154582
Dell Latitude 5440 Core-i5-4th Gen 8 GB RAM 256 GB SSD 14″ Display,30000,34972
Dell Latitude 5470 Core-i7-6th Gen 8 GB RAM 256 GB SSD 14″ Display,45000,50761
Dell Latitude 5501 (H) Core-i5-9th Gen 16GB RAM 256GB SSD 15.6″ Display,75000,81265
Dell Latitude 5480 Core-i7-7th Gen 8GB RAM 256GB SSD 14″ Display,47000,53891
DELL Latitude 5491 Core-i7-8th Gen 8GB RAM 256GB SSD Nvidia GeForce MX130 2GB Graphics Card 14″ Display,75000,79576
Dell Latitude 5491 Core-i5-8th (H) Gen 8 GB RAM 256 GB SSD 14″ Display,55000,59912
Dell Latitude 5490 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14.4″ Display,45000,47606
Dell Latitude 5540 Core-i5-1340P 16GB RAM 512GB SSD 15.6″ Display,195000,197736
Dell Latitude 5540 Core-i5 4th Gen 8GB RAM 500GB HDD 15.6″ Display,27999,35782
Dell Latitude 5511 Core-i7-10th Gen 8GB RAM 256GB SSD 15.6″ Display,105000,112155
Dell Latitude 5510 Core-i7 10th 16GB RAM 256 GB SSD 15.6″ Display,90000,96749
Dell Latitude 5580 Core-i7-7th Gen 16GB RAM 256GB SSD 15.6″ Display,60000,66734
Dell Latitude 5590 Core-i5 8th Gen 8GB RAM 256GB SSD 15″ Display,58000,60174
DELL Latitude 5590 Core-i3-8th Gen 8GB RAM 256GB SSD 15.6″ Display,44999,48809
Dell Latitude 5570 Core-i7-6th Gen (HQ) Processor 8GB RAM 256GB SSD AMD Radeon™ M370 Graphics Card 2GB Dedicated 15.6″ Display,47999,54176
Dell Latitude 6440 Core-i5-4th Gen 4GB RAM 250GB HDD 14″ Display,21999,27028
Dell Latitude 6530 Core-i7-3rd Gen 4GB RAM 250GB HDD 15.6″ Display,22999,27273
Dell Latitude 5591 Core-i7-8th Gen 16 GB RAM 256 GB SSD NVIDIA GeForce MX130 2GB CARD 15.6″ Display,90000,93434
Dell Latitude 7290 Core-i5-7th Gen 8GB RAM 256GB SSD 12.5″ Display,32000,36132
Dell Latitude 6330 Core-i5-3rd Gen 4GB RAM 250GB HDD 13.1″ Display,18999,26750
Dell Latitude 7280 Core-i5-7th Gen 8 GB RAM 256 GB SSD Touch Screen 12.5″ Display,38000,44964
Dell Latitude 7280 Core-i7-7th Gen 8 GB RAM 256 GB SSD 12.5″ Display,39999,47692
Dell Latitude 7270 Core-i7 6th Gen 8 GB RAM 256 GB SSD 12.5″ Display,34000,36122
Dell Latitude 7250 Core-i5-5th Gen 8 GB RAM 256 GB SSD 12.5″ Display,29999,36285
Dell Latitude 7400 Core-i7-8th Gen 8 GB RAM 256 GB SSD 14″ Display,57999,61784
Dell Latitude 7370 Core-M5 6th Gen 16GB RAM 256GB SSD Touchscreen QHD PLUS 13.3″ Display,60000,64162
Dell Latitude 7390 2-in-1 Core-i5-8th Gen 8GB RAM 256 GB SSD 13.3″ Touchscreen Display,55000,57589
Dell Latitude 7310 Core-i5 10th Gen 16GB RAM 256GB SSD 13.3″ Display,69999,76003
Dell Latitude 7450 Core-i7-5th Gen 8GB RAM 256GB SSD Nvidia GeForce 840M 2GB Graphics Card 14″ Display,42000,49433
Dell Latitude 7470 Core-i5-6th Gen 8 GB RAM 256 GB SSD 14″ Display,38000,40339
Dell Latitude 7420 Core-i7-11th Gen 16 GB RAM 256 GB SSD 14″ Display,104999,110870
Dell Latitude E5270 Core-i5-6th Gen 8GB RAM 256GB SSD 12.5″ Display,30000,34039
Dell Latitude 7490 Core-i5-8th Gen 8 GB RAM 256 GB SSD 14″ Display,53000,55779
Dell Latitude 7480 Core-i7-7th Gen 8 GB RAM 256 GB SSD 14″ Display,44999,52687
Dell Latitude 7480 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14″ Display,41999,45086
Dell Latitude 7480 Core-i5-6th Gen 8 GB RAM 256 GB SSD 14″ Display,40000,44042
Dell Latitude 7480 Core-i7 6th Gen 8GB RAM 256GB SSD  14″ Display,43999,51393
Dell Latitude 7470 Core-i7 6th Gen 8 GB RAM 256 GB SSD 14″ Display,41999,46417
Dell Latitude E5430 Core-i3-2nd Gen 4GB RAM 250GB HDD 14″ Display,18000,21629
Dell Latitude E6220 Core-i5-2nd 4GB RAM 250GB HDD 12.5″ Display,14999,17803
Dell Latitude E6230 Core-i5-3rd Gen 4GB RAM 250GB HDD 12.5″ Display,17999,24492
Dell Latitude E5570 Core-i5-6th Gen 8GB RAM 256GB SSD AMD Radeon R7 M370 2GB Graphics Card 15.6″ Display,45000,47098
Dell Latitude E5550 Core-i5-5th Gen 8 GB RAM 256 GB SSD 15.6″ Display,35999,40544
Dell Latitude E5450 Core-i7-5th Gen 8 GB RAM 256 GB SSD 14″ Display,37999,42009
Dell Latitude E5430 Core-i5-3rd Gen 4GB RAM 250GB HDD 14″ Display,19999,23429
Dell Latitude E7440 Core-i7-4th Gen 8GB RAM 256GB SSD Touchscreen 14″ Display,38000,44061
Dell Latitude E7270 Core-i5-6th Gen 8GB RAM 256GB SSD 12.5″ Display,31999,39696
Dell Latitude E6540 Core-i7-4th Gen 8GB RAM 500GB HDD 15.6″ Display,35000,42544
Dell Latitude E6320 Core-i3-2nd Gen 4GB RAM 250 GB HDD 13.1″ Display,12999,18670
Dell Precision 3540 Core-i7-8th Gen 16GB RAM 256GB SSD 2GB AMD Radeon Pro WX2100 15.6″ Display,84999,88227
Dell Precision 3540 Corei5-8th Gen 16GB RAM 512GB SSD 15.6″ Display,65000,67253
Dell Precision 3530 Core-i7-8th Gen 8 GB RAM 256 GB SSD P600 4 GB NVIDIA GRAPHICS CARD 15.6″ Display,115000,119112
Dell Precision 5510 Core-i7-6th Gen 16 GB RAM 256 GB SSD M1000M 2GB NVIDIA QUADRO GRAPHICS CARD 15.6″ Display,105000,108605
Dell Precision 5510 Core-i7-6th Gen 8GB RAM 256GB SSD Nvidia Quadro M1000M 2GB Graphics Card Touch 4K 15.6″ Display,85000,92889
Dell Precision 3581 Core-i7 13800H 13th Gen 16 GB RAM 1 TB SSD  NVIDIA RTX A1000 6 GB Card 15.6″ Display,377000,382334
Dell Precision 3571 Core-i9-12th Gen 16GB RAM 512GB SSD NVIDIA RTX A1000 Dedicated Graphics 4GB 15.6″ Display,199999,207206
Dell Precision 3560 Workstation Laptop Core-i7-11th Gen 16GB RAM 256GB SSD 2GB Nvidia Quadro T500 Graphics Card 15.6″ Display,164999,169845
Dell Precision 3560 Core-i5-11th Gen 32GB RAM 512GB SSD 2GB NVIDIA QUADRO T500 Graphics Card 15.6″ Display,149999,157135
Dell Precision 5770 Workstation Core-i9-12th Gen 32GB RAM 512GB SSD NVIDIA RTX A3000 12GB Graphics Card 17″ Touchscreen  Display,379999,385085
Dell Precision 5550 Xeon W-10855M 64 GB RAM 1 TB SSD NVIDIA RTX A2000 4 GB Card 15.6″ Touch 4K Display,250000,253290
DELL Precision 7510 Core-i7-6th Gen 16 GB RAM 256 GB SSD NVIDIA QUADRO M2000M 4GB CARD 15″ Display,80000,82944
Dell Precision 7550 Xeon W-10855M 32GB RAM 512GB SSD 4GB Card T2000 Graphics Card 15.6″ Display,207999,210154
Dell Precision 5530 Mobile Workstation Core-i5-8th Gen 16 GB RAM 512 GB SSD NVIDIA QUADRO P1000 4 GB CARD Touch 4K 15.6″ Display,115000,119821
Dell Precision 7540 Core-i7-9th Gen 32 GB RAM 512 GB SSD NVIDIA Quadro T2000 4GB Graphics Card 15.6″ Display,140000,145440
Dell Precision 7710 Core-i7-6th Gen 16 GB RAM 256 GB SSD NVIDIA QUADRO M3000M 4 GB DEDICATED GRAPHICS CARD 17.3″ Display,90000,94357
Dell Precision 7560 Xeon W-11955M 11th Gen 64GB RAM 512SSD NVIDIA RTX A4000 8GB Graphics Card 15.6″ Display,305000,308844
Dell Precision 7560 Core-i9-11th Gen 16 GB RAM 256 GB SSD NVIDIA T1200 4GB Graphics Card 15.6″ Display,195000,197572
Dell Precision 7560 Core-i7-11th Gen (H) 16 GB RAM 256 GB SSD 4 GB NVIDIA Graphics Card T1200 15.6″ Display,225000,227498
Dell Precision 7740 Xeon E2286M 64GB RAM 1TB SSD 16GB Nvidia RTX 5000 Graphics Card 17″ Display,249999,252813
Dell Precision 7730 Intel® Xeon E-2176M 32GB RAM 2TB SSD Nvidia Quadro P3200 6GB Card 17.3″ Display,159999,165916
